Lorenz X,Lorenz Y,Lorenz Z,Rossler X,Rossler Y,Rossler Z,Duffing,Logistic
-5.435288198,3.838610194,33.57984916,-5.16,0.456,0.0419,0.323,0.338515486
-3.717381455,4.174739693,31.47933268,-5.17,0.406,0.0418,0.324,0.895691007
-2.277403922,4.244783106,29.60032092,-5.17,0.356,0.0418,0.326,0.373714507
-1.099305797,4.188568201,27.9261748,-5.18,0.305,0.0417,0.327,0.936207897
-0.149269309,4.097943393,26.42703439,-5.18,0.255,0.0417,0.328,0.238890682
0.613558403,4.029604403,25.07415892,-5.18,0.204,0.0417,0.329,0.727287695
1.230544871,4.016749277,23.84508077,-5.19,0.152,0.0416,0.33,0.793361214
1.740092837,4.077943187,22.72437932,-5.19,0.101,0.0416,0.33,0.655756793
2.176142417,4.22332238,21.70285552,-5.19,0.0493,0.0416,0.331,0.902959286
2.567865279,4.458715388,20.77645192,-5.19,-0.00249,0.0415,0.331,0.350495255
2.940010967,4.788238526,19.94545399,-5.19,-0.0545,0.0415,0.331,0.910593325
3.313551836,5.215781765,19.21412007,-5.19,-0.107,0.0415,0.331,0.325652487
3.706398592,5.745653649,18.59072859,-5.19,-0.159,0.0415,0.33,0.878411779
4.13403598,6.38252335,18.08797495,-5.19,-0.212,0.0415,0.33,0.427218101
4.609969474,7.130682384,17.72362323,-5.18,-0.264,0.0414,0.329,0.978811181
5.145887777,7.992545265,17.5212721,-5.18,-0.317,0.0414,0.328,0.082959412
5.751440337,8.966225036,17.51099814,-5.18,-0.37,0.0414,0.327,0.304308593
6.43351321,10.04198479,17.72946362,-5.18,-0.423,0.0414,0.326,0.846819493
7.194876566,11.1974442,18.2188035,-5.17,-0.477,0.0414,0.325,0.518864958
8.032102183,12.39172542,19.02326314,-5.17,-0.53,0.0414,0.323,0.998576453
8.932758709,13.55941194,20.18227474,-5.16,-0.584,0.0414,0.322,0.00568608
9.872153619,14.60638655,21.71877094,-5.16,-0.638,0.0414,0.32,0.022614995
10.81035998,15.41115712,23.62262781,-5.15,-0.692,0.0414,0.318,0.088414229
11.69090542,15.8363523,25.83184872,-5.14,-0.746,0.0414,0.316,0.322388612
12.44304184,15.75391117,28.2183737,-5.14,-0.8,0.0414,0.314,0.873816779
12.98937142,15.08210071,30.58915263,-5.13,-0.854,0.0414,0.311,0.441044063
13.25910006,13.82314851,32.71186377,-5.12,-0.908,0.0414,0.309,0.98609679
13.20428611,12.08250749,34.36449777,-5.11,-0.963,0.0415,0.307,0.054839643
12.81355206,10.05373272,35.39205751,-5.1,-1.02,0.0415,0.304,0.207329025
12.11726069,7.969978691,35.74414841,-5.09,-1.07,0.0415,0.301,0.657374801
11.18141679,6.043410856,35.47545025,-5.08,-1.13,0.0415,0.298,0.900932688
10.09279346,4.420145303,34.71258996,-5.07,-1.18,0.0415,0.295,0.357011918
8.941375736,3.165824774,33.60803332,-5.06,-1.24,0.0416,0.292,0.918217633
7.806053753,2.278111837,32.30225406,-5.04,-1.29,0.0416,0.289,0.300376044
6.746588729,1.711881542,30.90401085,-5.03,-1.35,0.0416,0.286,0.840601105
5.801709531,1.403928376,29.48691974,-5.02,-1.4,0.0417,0.282,0.535963549
4.991416393,1.290539468,28.09534348,-5,-1.46,0.0417,0.279,0.994826493
4.321290342,1.317079563,26.75315637,-4.99,-1.51,0.0417,0.275,0.020586969
3.787158215,1.441552382,25.47165988,-4.98,-1.57,0.0418,0.272,0.080652582
3.379189297,1.634591243,24.25534178,-4.96,-1.62,0.0418,0.268,0.296590973
3.085068254,1.877781605,23.1055355,-4.94,-1.68,0.0419,0.264,0.834499071
2.892229427,2.161488842,22.02253565,-4.93,-1.73,0.0419,0.26,0.552441486
2.789296568,2.482796492,21.00675843,-4.91,-1.79,0.042,0.256,0.988999562
2.766919411,2.84380288,20.05939942,-4.89,-1.85,0.042,0.252,0.043517713
2.818188175,3.250326003,19.18288717,-4.87,-1.9,0.0421,0.248,0.166495685
2.938772876,3.710966014,18.38131484,-4.86,-1.96,0.0421,0.244,0.555099487
3.126893281,4.236424962,17.66095945,-4.84,-2.01,0.0422,0.24,0.987856186
3.383185136,4.838954444,17.0309585,-4.82,-2.07,0.0422,0.236,0.047985367
3.710490443,5.531774233,16.50419084,-4.8,-2.12,0.0423,0.232,0.182731087
4.113562653,6.328265996,16.09838627,-4.77,-2.18,0.0424,0.228,0.597361747
4.598638693,7.240688135,15.8374461,-4.75,-2.24,0.0425,0.224,0.962082761
5.172785367,8.278080259,15.75286866,-4.73,-2.29,0.0425,0.219,0.145918089
5.84287655,9.442944889,15.88499933,-4.71,-2.35,0.0426,0.215,0.498504
6.614004388,10.72626148,16.28351542,-4.68,-2.4,0.0427,0.211,0.999991048
7.487091419,12.10052289,17.00606966,-4.66,-2.46,0.0428,0.207,0.0000358
8.455497726,13.51101083,18.11338097,-4.64,-2.51,0.0428,0.202,0.000143227
9.500596692,14.86676753,19.65851703,-4.61,-2.57,0.0429,0.198,0.000572824
10.5867545,16.03493076,21.66832977,-4.59,-2.62,0.043,0.194,0.002289984
11.6570001,16.84493649,24.11720575,-4.56,-2.68,0.0431,0.19,0.009138962
12.63181283,17.11069986,26.89874523,-4.53,-2.73,0.0432,0.186,0.036221764
13.41427,16.675407,29.80905958,-4.51,-2.79,0.0433,0.181,0.139638992
13.90404089,15.47138324,32.56067019,-4.48,-2.84,0.0434,0.177,0.480559776
14.01923256,13.5697985,34.83870502,-4.45,-2.9,0.0435,0.173,0.998488311
13.71962653,11.18664409,36.38671817,-4.42,-2.95,0.0436,0.169,0.006037616
13.02116794,8.629092374,37.08244124,-4.39,-3.01,0.0437,0.165,0.024004653
11.99399291,6.20427633,36.9618861,-4.36,-3.06,0.0438,0.161,0.09371372
10.74449958,4.137979451,36.1821928,-4.33,-3.12,0.044,0.157,0.339725834
9.389940926,2.539304967,34.95169686,-4.3,-3.17,0.0441,0.153,0.897248767
8.035904217,1.41321161,33.46669994,-4.27,-3.23,0.0442,0.15,0.368773668
6.76290086,0.698263164,31.87701756,-4.24,-3.28,0.0443,0.146,0.931118599
5.622615344,0.305425418,30.27956718,-4.2,-3.33,0.0445,0.142,0.256547015
4.640881552,0.145301085,28.72800849,-4.17,-3.39,0.0446,0.139,0.762922576
3.823797846,0.142208605,27.24694115,-4.14,-3.44,0.0447,0.135,0.723486876
3.16432559,0.238706866,25.84423949,-4.1,-3.5,0.0449,0.132,0.800214464
2.647959298,0.394830285,24.51953634,-4.07,-3.55,0.045,0.128,0.639485102
2.256988192,0.585124887,23.26920149,-4.03,-3.6,0.0452,0.125,0.922175626
1.973387582,0.795237399,22.08888365,-4,-3.66,0.0453,0.122,0.287070964
1.78059424,1.018867692,20.9746228,-3.96,-3.71,0.0455,0.119,0.818644902
1.664465717,1.255362833,19.92324108,-3.92,-3.76,0.0456,0.116,0.593861705
1.61369233,1.507973163,18.93243576,-3.89,-3.82,0.0458,0.113,0.964759922
1.619873977,1.782685095,18.00079938,-3.85,-3.87,0.0459,0.11,0.135992861
1.67741636,2.087514349,17.12787656,-3.81,-3.92,0.0461,0.108,0.469995211
1.783351959,2.432145032,16.31431079,-3.77,-3.97,0.0463,0.105,0.996398851
1.937152307,2.82781243,15.562114,-3.73,-4.02,0.0464,0.103,0.014352725
2.14056872,3.287338845,14.8750916,-3.69,-4.08,0.0466,0.101,0.056586896
2.397515909,3.825235008,14.25946654,-3.65,-4.13,0.0468,0.0986,0.213539278
2.713993627,4.457767935,13.72476104,-3.61,-4.18,0.047,0.0966,0.67176102
3.09802165,5.202862254,13.28501002,-3.57,-4.23,0.0472,0.0948,0.881992609
3.559538143,6.079635943,12.96038549,-3.53,-4.28,0.0474,0.0931,0.416326588
4.110174854,7.107260903,12.77928934,-3.48,-4.33,0.0476,0.0916,0.971995041
4.762767487,8.302672948,12.78088552,-3.44,-4.38,0.0478,0.0902,0.108882727
5.530379303,9.676438394,13.01782363,-3.4,-4.43,0.048,0.0889,0.388109114
6.424509446,11.22586828,13.55844306,-3.35,-4.48,0.0482,0.0878,0.949921719
7.452043403,12.9244304,14.48689059,-3.31,-4.53,0.0484,0.0869,0.190281789
8.61044866,14.70705985,15.89823975,-3.26,-4.58,0.0486,0.0861,0.616298518
9.88088744,16.45288216,17.88409817,-3.22,-4.63,0.0489,0.0855,0.945898619
11.21960939,17.97110496,20.50350377,-3.17,-4.68,0.0491,0.0851,0.204697687
12.54956534,19.00248548,23.73698378,-3.12,-4.73,0.0493,0.0848,0.651186176
13.75667998,19.25437646,27.43249967,-3.08,-4.77,0.0496,0.0847,0.908570961
14.69745701,18.48216894,31.27107542,-3.03,-4.82,0.0498,0.0847,0.33227908
15.22349484,16.60254104,34.79451691,-2.98,-4.87,0.0501,0.085,0.887478772
15.22078906,13.78090428,37.52031478,-2.93,-4.92,0.0503,0.0854,0.399440803
14.64928981,10.41920216,39.10715181,-2.88,-4.96,0.0506,0.086,0.959551392
13.56147942,7.024553526,39.47466956,-2.84,-5.01,0.0509,0.0867,0.155250073
12.08790439,4.032072977,38.79937024,-2.79,-5.06,0.0511,0.0877,0.52458995
10.39762568,1.688533796,37.40204053,-2.74,-5.1,0.0514,0.0888,0.997581337
8.654720499,0.04268185,35.61289211,-2.68,-5.15,0.0517,0.0902,0.009651251
6.988565262,-0.991617185,33.68640196,-2.63,-5.19,0.052,0.0917,0.038232416
5.483019695,-1.558320216,31.77971541,-2.58,-5.24,0.0523,0.0934,0.147082795
4.17978435,-1.804054984,29.97021547,-2.53,-5.28,0.0526,0.0953,0.501797784
3.088463434,-1.851109497,28.28432781,-2.48,-5.33,0.0529,0.0974,0.999987072
2.197686492,-1.790279009,26.72195281,-2.42,-5.37,0.0532,0.0997,0.0000517
1.48444673,-1.68371491,25.27223547,-2.37,-5.41,0.0535,0.102,0.000206836
0.92083714,-1.571196908,23.92193816,-2.32,-5.46,0.0538,0.105,0.000827175
0.478382336,-1.476562877,22.65905472,-2.26,-5.5,0.0542,0.108,0.003305962
0.130509547,-1.413076957,21.47388564,-2.21,-5.54,0.0545,0.111,0.013180131
-0.146279727,-1.387499382,20.35899082,-2.15,-5.58,0.0549,0.114,0.05202566
-0.372076836,-1.40300226,19.30877914,-2.1,-5.62,0.0552,0.118,0.197275963
-0.563733282,-1.461179358,18.31908159,-2.04,-5.67,0.0556,0.121,0.633432631
-0.735296554,-1.563393614,17.38683502,-1.99,-5.71,0.0559,0.125,0.928782932
-0.898565595,-1.711667095,16.50990402,-1.93,-5.75,0.0563,0.129,0.264580788
-1.063676885,-1.90927289,15.68703508,-1.87,-5.79,0.0567,0.133,0.778311178
-1.239673163,-2.1611465,14.91793386,-1.81,-5.83,0.0571,0.138,0.690171552
-1.435033336,-2.474197874,14.20346757,-1.76,-5.86,0.0575,0.143,0.855339123
-1.658157665,-2.85757326,13.5460106,-1.7,-5.9,0.0579,0.147,0.494936432
-1.917809464,-3.322885424,12.94997101,-1.64,-5.94,0.0583,0.152,0.999897441
-2.223514572,-3.884396583,12.42255722,-1.58,-5.98,0.0587,0.158,0.000410193
-2.585912781,-4.559092878,11.97486842,-1.52,-6.02,0.0592,0.163,0.001640101
-3.017039446,-5.366521188,11.62341397,-1.46,-6.05,0.0596,0.169,0.006549644
-3.530486772,-6.328152412,11.39217794,-1.4,-6.09,0.0601,0.175,0.026026984
-4.141346188,-7.465869507,11.31531781,-1.34,-6.12,0.0605,0.181,0.10139832
-4.865756645,-8.798934066,11.44046836,-1.28,-6.16,0.061,0.187,0.364466802
-5.719769073,-10.33846441,11.83230832,-1.22,-6.19,0.0615,0.194,0.926523009
-6.717083252,-12.07814118,12.57536277,-1.16,-6.23,0.062,0.2,0.27231249
-7.865049702,-13.97982361,13.77372599,-1.1,-6.26,0.0625,0.207,0.792633591
-9.158265478,-15.95369701,15.54336074,-1.03,-6.29,0.063,0.214,0.657462326
-10.56939717,-17.83574773,17.99033102,-0.971,-6.33,0.0635,0.221,0.900822463
-12.03802054,-19.37223577,21.16791811,-0.908,-6.36,0.064,0.229,0.357365412
-13.46080213,-20.23087269,25.01201939,-0.845,-6.39,0.0646,0.236,0.918621497
-14.69003877,-20.06420878,29.27348815,-0.781,-6.42,0.0651,0.244,0.299024169
-15.54991948,-18.63495586,33.4949042,-0.718,-6.45,0.0657,0.252,0.838434862
-15.87564101,-15.96228409,37.08972146,-0.654,-6.48,0.0663,0.26,0.541847377
-15.56633749,-12.39091113,39.53143773,-0.589,-6.51,0.0669,0.268,0.992995188
-14.62638374,-8.499236976,40.55921484,-0.525,-6.54,0.0675,0.277,0.027822978
-13.16908068,-4.880124234,40.25959677,-0.46,-6.57,0.0681,0.286,0.108195441
-11.37915363,-1.937560865,38.97385415,-0.395,-6.6,0.0687,0.294,0.38595675
-9.456679997,0.184835182,37.11831318,-0.329,-6.63,0.0694,0.303,0.947976549
-7.570941184,1.548436629,35.04082697,-0.263,-6.65,0.07,0.313,0.197268047
-5.838317615,2.31714893,32.96574269,-0.197,-6.68,0.0707,0.322,0.633413459
-4.32163699,2.673855412,31.00605123,-0.131,-6.7,0.0714,0.331,0.928803395
-3.041159865,2.77598064,29.20075962,-0.0648,-6.73,0.0721,0.341,0.264510593
-1.988553263,2.741691686,27.54987689,0.00188,-6.75,0.0728,0.351,0.778178956
-1.139129326,2.652188822,26.03775382,0.0688,-6.78,0.0735,0.361,0.690465873
-0.460801142,2.559695488,24.64558697,0.136,-6.8,0.0743,0.371,0.854891004
0.080129216,2.495941402,23.3567949,0.203,-6.83,0.075,0.381,0.4962095
0.515651806,2.479233127,22.15858939,0.271,-6.85,0.0758,0.391,0.999942528
0.874447965,2.519762453,21.04188944,0.339,-6.87,0.0766,0.402,0.000229873
1.181392537,2.623371157,20.0007303,0.407,-6.89,0.0775,0.412,0.000919281
1.457711769,2.79412258,19.03169243,0.475,-6.91,0.0783,0.423,0.003673742
1.721492966,3.036005045,18.13354583,0.543,-6.93,0.0791,0.434,0.014640982
1.988349905,3.354023299,17.30715903,0.612,-6.95,0.08,0.445,0.057706494
2.272122948,3.754859698,16.5556752,0.681,-6.97,0.0809,0.456,0.217505819
2.585540964,4.247215288,15.88495632,0.75,-6.99,0.0818,0.467,0.680788152
2.940798723,4.841869816,15.30431121,0.819,-7,0.0828,0.478,0.869262577
3.350011821,5.551422575,14.8275379,0.888,-7.02,0.0838,0.49,0.454580597
3.82550284,6.389583721,14.47431149,0.958,-7.04,0.0847,0.501,0.991748311
4.379846705,7.369769091,14.27191588,1.03,-7.05,0.0857,0.513,0.032734394
5.02555827,8.502606324,14.25721863,1.1,-7.07,0.0868,0.524,0.126651413
5.774240262,9.791800909,14.47856693,1.17,-7.08,0.0878,0.536,0.44244333
6.634930836,11.22770187,14.99685762,1.24,-7.09,0.0889,0.548,0.986748919
7.611322382,12.77801677,15.8843201,1.31,-7.11,0.09,0.56,0.052301959
8.69753407,14.37580252,17.21855293,1.38,-7.12,0.0912,0.572,0.198265856
9.872347527,15.90665155,19.06839866,1.45,-7.13,0.0923,0.584,0.635826026
11.09247433,17.20040843,21.46838814,1.52,-7.14,0.0935,0.595,0.926205163
12.28671504,18.03733292,24.38182819,1.59,-7.15,0.0948,0.607,0.273396637
13.3546473,18.18121236,27.66141867,1.66,-7.16,0.096,0.619,0.794603664
14.1746971,17.44569697,31.02937728,1.73,-7.17,0.0973,0.632,0.652834726
14.6249482,15.77911103,34.10629207,1.8,-7.18,0.0986,0.644,0.906566187
14.61405064,13.32482828,36.50202133,1.87,-7.19,0.1,0.656,0.338815744
14.11108401,10.40759496,37.938986,1.94,-7.19,0.101,0.668,0.896078542
13.15928769,7.435388775,38.34064649,2.01,-7.2,0.103,0.68,0.372487154
11.86529771,4.767785464,37.83195119,2.08,-7.2,0.104,0.692,0.934961897
10.36931544,2.624445235,36.6603176,2.16,-7.21,0.106,0.704,0.243232593
8.811083923,1.069192344,35.09467618,2.23,-7.21,0.107,0.716,0.736281995
7.305014,0.051092731,33.35515216,2.3,-7.22,0.109,0.728,0.776683274
5.929383251,-0.537855664,31.58858205,2.37,-7.22,0.111,0.74,0.693785462
4.727104056,-0.816957489,29.87621203,2.44,-7.22,0.112,0.752,0.849788778
3.712771257,-0.891218878,28.25371064,2.51,-7.22,0.114,0.763,0.510591243
2.881458442,-0.84196907,26.73045351,2.58,-7.22,0.116,0.775,0.999551302
2.216648451,-0.726821607,25.30320298,2.65,-7.22,0.117,0.787,0.001793985
1.696297301,-0.583617569,23.9641165,2.72,-7.22,0.119,0.798,0.007163068
1.296965283,-0.435295678,22.70470223,2.79,-7.22,0.121,0.81,0.028447035
0.996346035,-0.294310881,21.51738962,2.87,-7.22,0.123,0.821,0.110551206
0.774617799,-0.166150489,20.39590454,2.94,-7.21,0.125,0.832,0.393318548
0.615000366,-0.051923049,19.33514944,3.01,-7.21,0.127,0.843,0.954476271
0.50381843,0.049844671,18.33094315,3.08,-7.21,0.129,0.854,0.173805276
0.430288236,0.14202915,17.37977159,3.15,-7.2,0.132,0.865,0.574388007
0.386174306,0.22818827,16.47859743,3.22,-7.2,0.134,0.876,0.977865698
0.365409612,0.31216279,15.6247317,3.29,-7.19,0.136,0.886,0.0865775
0.363734408,0.397898968,14.81575566,3.36,-7.18,0.139,0.897,0.316327345
0.378383115,0.489418399,14.04947979,3.43,-7.17,0.141,0.907,0.865057424
0.407832165,0.590884606,13.32393004,3.5,-7.16,0.144,0.917,0.466932309
0.45161207,0.706734274,12.63735591,3.57,-7.15,0.146,0.927,0.995626111
0.510181879,0.841854835,11.98825964,3.64,-7.14,0.149,0.936,0.017419031
0.584862209,1.001800075,11.37544947,3.71,-7.13,0.152,0.946,0.068462435
0.677822925,1.193042436,10.79812507,3.78,-7.12,0.154,0.955,0.25510132
0.792122441,1.423265123,10.25600826,3.85,-7.11,0.157,0.964,0.760098546
0.931796994,1.701699376,9.749540213,3.92,-7.1,0.16,0.973,0.729394985
1.101999507,2.039511822,9.280176548,3.99,-7.08,0.163,0.981,0.789511764
1.309188294,2.450242502,8.850827641,4.06,-7.07,0.167,0.989,0.664731755
1.561365026,2.950283117,8.46651344,4.13,-7.05,0.17,0.997,0.891453796
1.868357645,3.559361921,8.135333191,4.2,-7.03,0.173,1,0.387055702
2.242134857,4.300956625,7.869891781,4.26,-7.02,0.177,1.01,0.948974342
2.697119883,5.202472601,7.689374307,4.33,-7,0.181,1.02,0.193688159
3.250434625,6.294872023,7.622508243,4.4,-6.98,0.184,1.03,0.624692225
3.921938374,7.611176814,7.711664644,4.47,-6.96,0.188,1.03,0.937807396
4.733807858,9.182837911,8.018242124,4.54,-6.94,0.192,1.04,0.233298735
5.709211808,11.03232289,8.629063683,4.6,-6.92,0.196,1.04,0.715481742
6.869342394,13.15949168,9.662435024,4.67,-6.9,0.201,1.05,0.814270476
8.227701983,15.51884676,11.27018497,4.74,-6.88,0.205,1.06,0.604936273
9.780281466,17.98591156,13.62786271,4.8,-6.85,0.21,1.06,0.955953515
11.49063623,20.31675529,16.89985006,4.87,-6.83,0.214,1.06,0.16842557
13.2709742,22.11911394,21.16402277,4.94,-6.81,0.219,1.07,0.56023359
14.96560272,22.87636291,26.29412599,5,-6.78,0.224,1.07,0.985487659
16.35102298,22.07781214,31.84306962,5.07,-6.76,0.229,1.08,0.057206933
17.17109196,19.46387602,37.0353902,5.13,-6.73,0.235,1.08,0.215737199
17.21275232,15.26717207,40.97906935,5.2,-6.7,0.24,1.08,0.676778641
16.39370262,10.22918439,43.04805896,5.26,-6.67,0.246,1.08,0.874997249
14.80642903,5.297956257,43.17033691,5.33,-6.64,0.252,1.09,0.437508254
12.68424074,1.21321964,41.78613086,5.39,-6.61,0.258,1.09,0.984379127
10.31316587,-1.714067438,39.54616235,5.45,-6.58,0.265,1.09,0.061507446
7.946584371,-3.546359996,37.01658769,5.52,-6.55,0.271,1.09,0.230897122
5.76012577,-4.535250506,34.55227896,5.58,-6.52,0.278,1.09,0.710334563
3.847227506,-4.96392461,32.31432253,5.64,-6.49,0.285,1.09,0.823037486
2.236830131,-5.06802677,30.34115931,5.7,-6.45,0.293,1.09,0.582587131
0.916160952,-5.016174356,28.61304727,5.76,-6.42,0.301,1.09,0.972717463
-0.150102555,-4.918364941,27.09211846,5.83,-6.39,0.308,1.09,0.106152799
-1.00656877,-4.841749745,25.74172212,5.89,-6.35,0.317,1.09,0.379537529
-1.699077241,-4.825045486,24.53337386,5.95,-6.31,0.325,1.08,0.941955172
-2.270387011,-4.889319746,23.44779249,6.01,-6.28,0.334,1.08,0.218702502
-2.758271934,-5.045360852,22.4737722,6.06,-6.24,0.343,1.08,0.683486872
-3.195040152,-5.298433741,21.60668275,6.12,-6.2,0.353,1.08,0.865330272
-3.607817338,-5.651158694,20.84729476,6.18,-6.16,0.363,1.07,0.46613517
-4.019167555,-6.105040276,20.20110186,6.24,-6.12,0.373,1.07,0.995412693
-4.447779498,-6.660976828,19.67808999,6.3,-6.08,0.384,1.06,0.018265054
-4.909039878,-7.318925592,19.2928175,6.35,-6.04,0.395,1.06,0.071725768
-5.41536839,-8.076782543,19.06461863,6.41,-6,0.406,1.05,0.266324727
-5.976214338,-8.9284606,19.01767541,6.47,-5.95,0.418,1.05,0.781583468
-6.59762749,-9.861132837,19.18059112,6.52,-5.91,0.431,1.04,0.682843003
-7.281331233,-10.85168985,19.58493856,6.57,-5.87,0.444,1.04,0.866273745
-8.023268232,-11.86270828,20.26208352,6.63,-5.82,0.457,1.03,0.463374176
-8.811689534,-12.83871294,21.2375065,6.68,-5.78,0.471,1.02,0.994634196
-9.625053103,-13.70425456,22.52207946,6.73,-5.73,0.486,1.02,0.021348048
-10.4303041,-14.36614408,24.10061922,6.79,-5.68,0.501,1.01,0.083569236
-11.18247659,-14.72254029,25.91978742,6.84,-5.63,0.517,1,0.306341676
-11.82680529,-14.68053106,27.87980979,6.89,-5.59,0.533,0.992,0.849985814
-12.30434064,-14.1805083,29.83627712,6.94,-5.54,0.55,0.983,0.510039719
-12.56109858,-13.22045465,31.61717987,6.99,-5.49,0.568,0.974,0.999596816
-12.55908989,-11.86918081,33.05459662,7.04,-5.44,0.587,0.965,0.001612085
-12.2859177,-10.25904305,34.02177807,7.09,-5.38,0.606,0.955,0.006437945
-11.7592513,-8.557479459,34.46068805,7.13,-5.33,0.626,0.945,0.025585991
-11.02412478,-6.928060558,34.38818457,7.18,-5.28,0.647,0.935,0.099725393
-10.14396135,-5.497121087,33.87998705,7.23,-5.23,0.669,0.924,0.359120957
-9.188670143,-4.337396418,33.04232553,7.27,-5.17,0.691,0.913,0.920612381
-8.223697355,-3.469933406,31.98433192,7.32,-5.12,0.715,0.901,0.292340901
-7.302627171,-2.877675497,30.79970897,7.36,-5.06,0.74,0.89,0.827510794
-6.46400359,-2.522294822,29.55932056,7.4,-5.01,0.765,0.878,0.570946718
-5.731597747,-2.358442974,28.31178518,7.44,-4.95,0.792,0.866,0.979866253
-5.116771972,-2.343198499,27.08802035,7.49,-4.9,0.82,0.853,0.078913518
-4.621688874,-2.44097874,25.906653,7.53,-4.84,0.849,0.841,0.290744698
-4.242503556,-2.625201096,24.77868472,7.57,-4.78,0.879,0.828,0.824848874
-3.972081314,-2.878034086,23.7109227,7.6,-4.72,0.911,0.814,0.577892837
-3.802080602,-3.189243929,22.7082836,7.64,-4.66,0.944,0.801,0.975730824
-3.724415964,-3.554759291,21.77528563,7.68,-4.6,0.978,0.787,0.094720733
-3.732196166,-3.975276079,20.91704805,7.71,-4.54,1.01,0.773,0.342994862
-3.820253641,-4.455022978,20.14004695,7.75,-4.48,1.05,0.759,0.901397546
-3.985369549,-5.000683386,19.45279582,7.78,-4.42,1.09,0.745,0.355520039
-4.226271228,-5.620391247,18.86655226,7.82,-4.36,1.13,0.73,0.916502163
-4.543444612,-6.322664024,18.39609599,7.85,-4.29,1.17,0.715,0.306103792
-4.938767397,-7.115091161,18.06056632,7.88,-4.23,1.22,0.7,0.849617043
-5.414930915,-8.002556452,17.88426979,7.91,-4.17,1.26,0.685,0.511071694
-5.974581494,-8.984746638,17.8972496,7.94,-4.1,1.31,0.67,0.99950967
-6.619080389,-10.052717,18.13522352,7.96,-4.04,1.36,0.654,0.001960357
-7.346767648,-11.18441147,18.63823829,7.99,-3.97,1.41,0.639,0.007826055
-8.150645217,-12.3393763,19.4470893,8.01,-3.91,1.47,0.623,0.03105923
-9.015511628,-13.45359455,20.59635522,8.04,-3.84,1.53,0.607,0.120378218
-9.914840749,-14.43647542,22.10311751,8.06,-3.77,1.58,0.591,0.423549209
-10.8081373,-15.17334833,23.95159451,8.08,-3.71,1.65,0.575,0.976621106
-11.64006228,-15.53752093,26.07650204,8.1,-3.64,1.71,0.558,0.091329284
-12.34303251,-15.41449796,28.35169045,8.12,-3.57,1.78,0.542,0.331952984
-12.84473514,-14.73579239,30.59345462,8.14,-3.5,1.85,0.525,0.887040802
-13.08052451,-13.5116143,32.5859909,8.15,-3.43,1.92,0.508,0.40079767
-13.00808086,-11.84575169,34.12698428,8.17,-3.36,2,0.491,0.960635591
-12.61932585,-9.919676968,35.07771371,8.18,-3.29,2.07,0.474,0.151259409
-11.94445021,-7.948129247,35.39498223,8.19,-3.22,2.16,0.457,0.51352
-11.04592162,-6.125314953,35.13020468,8.2,-3.15,2.24,0.44,0.999268838
-10.00486651,-4.585393569,34.39949221,8.21,-3.08,2.33,0.423,0.002922508
-8.905212091,-3.389858853,33.34270846,8.22,-3.01,2.42,0.406,0.011655868
-7.820759935,-2.538470892,32.08974059,8.22,-2.94,2.52,0.388,0.046080033
-6.807839758,-1.991517398,30.74251593,8.23,-2.87,2.62,0.371,0.175826655
-5.903453579,-1.691956337,29.37138399,8.23,-2.8,2.72,0.353,0.579646569
-5.127249144,-1.581481512,28.01994297,8.23,-2.72,2.83,0.336,0.974625696
-4.485379478,-1.609553814,26.71269122,8.22,-2.65,2.94,0.318,0.098921795
-3.974758882,-1.736984689,25.46214084,8.22,-2.58,3.06,0.3,0.356545094
-3.586855441,-1.9361913,24.27412708,8.22,-2.5,3.18,0.283,0.917682759
-3.31066904,-2.189826606,23.15127917,8.21,-2.43,3.3,0.265,0.302164451
-3.13485827,-2.488868255,22.0951021,8.2,-2.36,3.43,0.247,0.843444381
-3.049132879,-2.830744834,21.10718042,8.19,-2.28,3.56,0.229,0.528183827
-3.045078793,-3.217747611,20.18991168,8.17,-2.21,3.7,0.211,0.996822688
-3.116577802,-3.655785072,19.34704696,8.16,-2.14,3.84,0.193,0.012668869
-3.259954416,-4.153434707,18.58421282,8.14,-2.06,3.99,0.175,0.050033474
-3.473944375,-4.721190472,17.90952069,8.12,-1.99,4.14,0.157,0.190120502
-3.759540152,-5.3707672,17.33432808,8.1,-1.91,4.3,0.139,0.615898787
-4.119730286,-6.11428692,16.87418427,8.07,-1.84,4.46,0.122,0.946269885
-4.559110445,-6.963125696,16.54995351,8.04,-1.77,4.62,0.104,0.203372759
-5.083302591,-7.92613985,16.38903761,8.01,-1.69,4.79,0.0857,0.648049119
-5.698073093,-9.006926882,16.42648639,7.98,-1.62,4.97,0.0677,0.912325833
-6.407993974,-10.19974457,16.70554925,7.95,-1.54,5.15,0.0498,0.319949628
-7.214456608,-11.48379549,17.27684971,7.91,-1.47,5.33,0.0319,0.870327455
-8.112856439,-12.81594359,18.19486516,7.87,-1.4,5.52,0.014,0.451430305
-9.088884558,-14.12280569,19.50991474,7.83,-1.32,5.71,-0.00382,0.990563939
-10.11418455,-15.29478199,21.25384004,7.78,-1.25,5.9,-0.0217,0.037388087
-11.14225757,-16.18684191,23.41887269,7.73,-1.18,6.1,-0.0394,0.143960871
-12.10640217,-16.63266307,25.9328804,7.68,-1.1,6.31,-0.0572,0.492944555
-12.92229645,-16.4773917,28.64037031,7.63,-1.03,6.51,-0.0749,0.999800883
