Lorenz X,Lorenz Y,Lorenz Z,Rossler X,Rossler Y,Rossler Z,Duffing,Logistic
-12.98848996,-16.19548848,29.1967499,-3.8,4.29,0.0526,0.00914,0.03045578
-13.4883841,-15.21669078,31.75075773,-3.84,4.26,0.0523,0.00889,0.118112902
-13.65878571,-13.59872774,33.92935591,-3.89,4.24,0.0519,0.00884,0.416648978
-13.45739151,-11.50744596,35.49536186,-3.93,4.22,0.0516,0.00898,0.972210428
-12.88875921,-9.196995823,36.31426815,-3.97,4.19,0.0512,0.00932,0.108069246
-12.00548906,-6.939090332,36.38427305,-4.01,4.17,0.0509,0.00984,0.385561136
-10.89574841,-4.951675083,35.81669956,-4.06,4.14,0.0506,0.0106,0.947614986
-9.662757154,-3.359158476,34.78314476,-4.1,4.12,0.0502,0.0115,0.198563298
-8.404593758,-2.192620713,33.46001819,-4.14,4.09,0.0499,0.0126,0.636543658
-7.200442211,-1.416231331,31.99247077,-4.18,4.06,0.0496,0.0139,0.925423318
-6.104984303,-0.96008569,30.482026,-4.22,4.03,0.0493,0.0154,0.276060001
-5.149262083,-0.746385889,28.99050807,-4.26,4.01,0.049,0.0171,0.799403508
-4.345147092,-0.70503889,27.55067454,-4.3,3.98,0.0487,0.019,0.641430157
-3.690947576,-0.780329472,26.17704047,-4.34,3.95,0.0484,0.0211,0.919990042
-3.176633775,-0.931972824,24.87412236,-4.38,3.92,0.0482,0.0234,0.294433458
-2.788011268,-1.133389806,23.64173818,-4.42,3.89,0.0479,0.0259,0.830969587
-2.509715472,-1.36903068,22.47801064,-4.46,3.86,0.0476,0.0286,0.56183653
-2.327169472,-1.631711293,21.38089685,-4.5,3.83,0.0473,0.0315,0.984704974
-2.227740323,-1.920374734,20.34890602,-4.54,3.8,0.0471,0.0346,0.060244353
-2.201330001,-2.238391482,19.38144271,-4.58,3.77,0.0468,0.0379,0.226459882
-2.240599701,-2.592367399,18.47903307,-4.61,3.73,0.0466,0.0414,0.700703216
-2.340978056,-2.991369191,17.64357683,-4.65,3.7,0.0463,0.0451,0.838872877
-2.500557959,-3.446456781,16.87870643,-4.69,3.67,0.0461,0.049,0.540660693
-2.719946899,-3.970405331,16.19030917,-4.73,3.63,0.0459,0.0531,0.993386832
-3.002102049,-4.577490931,15.58726192,-4.76,3.6,0.0456,0.0573,0.026277736
-3.352151023,-5.283192065,15.08242863,-4.8,3.56,0.0454,0.0618,0.102348865
-3.777168502,-6.103614356,14.69396619,-4.83,3.53,0.0452,0.0664,0.367494298
-4.285842853,-7.05437037,14.44695583,-4.87,3.49,0.045,0.0713,0.929768956
-4.887920277,-8.148534896,14.37529721,-4.91,3.46,0.0448,0.0763,0.261194579
-5.593252923,-9.393158919,14.52362128,-4.94,3.42,0.0446,0.0815,0.771887884
-6.410203307,-10.7837104,14.94862404,-4.97,3.38,0.0444,0.0869,0.704307914
-7.343087383,-12.295849,15.71861078,-5.01,3.34,0.0442,0.0925,0.833033105
-8.388323593,-13.87441967,16.90914008,-5.04,3.3,0.044,0.0983,0.556355805
-9.529107279,-15.42094769,18.59167256,-5.08,3.27,0.0438,0.104,0.987296093
-10.72893854,-16.78377705,20.81185437,-5.11,3.23,0.0436,0.11,0.050170071
-11.92540934,-17.75924212,23.55624358,-5.14,3.19,0.0434,0.117,0.190612141
-13.02729368,-18.11573747,26.71323513,-5.17,3.15,0.0432,0.123,0.617116611
-13.91946097,-17.64958381,30.04589715,-5.21,3.11,0.043,0.13,0.945134798
-14.47962739,-16.26538091,33.20440843,-5.24,3.07,0.0429,0.137,0.207420047
-14.60641097,-14.04647631,35.79809654,-5.27,3.02,0.0427,0.144,0.657587885
-14.25014543,-11.26567485,37.51166622,-5.3,2.98,0.0425,0.151,0.900664234
-13.43206648,-8.311170761,38.20781176,-5.33,2.94,0.0424,0.158,0.357872687
-12.24086437,-5.560883933,37.95491146,-5.36,2.9,0.0422,0.166,0.919199308
-10.80786597,-3.276095447,36.96887275,-5.39,2.85,0.042,0.173,0.297087762
-9.2735217,-1.563715325,35.51521396,-5.42,2.81,0.0419,0.181,0.835306494
-7.759559748,-0.403105525,33.82849081,-5.44,2.76,0.0417,0.189,0.55027822
-6.354247682,0.299171612,32.0753007,-5.47,2.72,0.0416,0.197,0.989888402
-5.110132074,0.659668488,30.35402371,-5.5,2.68,0.0414,0.205,0.040037413
-4.049519626,0.787048324,28.71212357,-5.53,2.63,0.0413,0.214,0.153737673
-3.17287097,0.768601634,27.16584976,-5.55,2.58,0.0412,0.222,0.520409603
-2.466975863,0.667894399,25.71539642,-5.58,2.54,0.041,0.231,0.998333792
-1.91150394,0.527721194,24.35433154,-5.6,2.49,0.0409,0.239,0.006653725
-1.483636631,0.374728443,23.07455311,-5.63,2.44,0.0408,0.248,0.026437812
-1.161014683,0.223924503,21.86844985,-5.65,2.4,0.0406,0.257,0.102955416
-0.923402265,0.082402567,20.729578,-5.68,2.35,0.0405,0.266,0.369422392
-0.753460576,-0.047853333,19.65267341,-5.7,2.3,0.0404,0.276,0.931797953
-0.636951798,-0.16798573,18.63343699,-5.72,2.25,0.0403,0.285,0.25420211
-0.562611249,-0.280943263,17.66829381,-5.75,2.2,0.0402,0.294,0.758333588
-0.521852464,-0.390659961,16.75419957,-5.77,2.15,0.04,0.304,0.733055029
-0.508412661,-0.501595562,15.88850926,-5.79,2.1,0.0399,0.314,0.782741415
-0.518004234,-0.618528302,15.06890153,-5.81,2.05,0.0398,0.323,0.68022917
-0.548009047,-0.746520402,14.29334772,-5.83,2,0.0397,0.333,0.870069785
-0.597233583,-0.891001104,13.56011768,-5.85,1.95,0.0396,0.343,0.452193416
-0.665731629,-1.057931715,12.86781954,-5.87,1.9,0.0395,0.353,0.990858122
-0.754694994,-1.254031891,12.21547689,-5.89,1.84,0.0394,0.363,0.036233215
-0.86640991,-1.487056836,11.60265314,-5.91,1.79,0.0393,0.373,0.139681478
-1.004276042,-1.766121592,11.02964118,-5.93,1.74,0.0392,0.383,0.48068225
-1.172885132,-2.102071146,10.49774677,-5.95,1.69,0.0391,0.394,0.998507298
-1.378156552,-2.507892754,10.00970831,-5.96,1.63,0.0391,0.404,0.005961895
-1.627526073,-2.999157548,9.57031586,-5.98,1.58,0.039,0.414,0.023705403
-1.930180795,-3.594457394,9.187319352,-5.99,1.52,0.0389,0.425,0.092573826
-2.297324786,-4.315761692,8.872751662,-6.01,1.47,0.0388,0.435,0.336015652
-2.742442684,-5.1885425,8.644833734,-6.03,1.41,0.0387,0.446,0.892436535
-3.281495416,-6.241380838,8.530666583,-6.04,1.36,0.0387,0.456,0.383974264
-3.932922204,-7.504535989,8.569917765,-6.05,1.3,0.0386,0.467,0.946152114
-4.717219536,-9.006587891,8.819604575,-6.07,1.25,0.0385,0.477,0.203793164
-5.655699698,-10.76772013,9.35970435,-6.08,1.19,0.0384,0.488,0.649046041
-6.767783077,-12.78756437,10.29838354,-6.09,1.13,0.0384,0.498,0.911141111
-8.065873381,-15.02515232,11.77366333,-6.1,1.08,0.0383,0.509,0.323851948
-9.546651319,-17.36952952,13.94488378,-6.11,1.02,0.0383,0.519,0.875887455
-11.17793544,-19.60434459,16.96284786,-6.12,0.962,0.0382,0.53,0.434834486
-12.88199289,-21.38149703,20.90562607,-6.13,0.904,0.0381,0.54,0.983013823
-14.5204687,-22.23770303,25.67739275,-6.14,0.846,0.0381,0.551,0.066790587
-15.89273422,-21.69943627,30.90328886,-6.15,0.787,0.038,0.561,0.249318418
-16.76353337,-19.48973025,35.90766775,-6.16,0.728,0.038,0.572,0.748634977
-16.92671082,-15.74942364,39.87437477,-6.17,0.669,0.0379,0.582,0.752722593
-16.28437934,-11.0894223,42.1713896,-6.17,0.61,0.0379,0.592,0.744525164
-14.89503646,-6.364864327,42.63432138,-6.18,0.55,0.0378,0.603,0.760829776
-12.95514295,-2.308185643,41.58517353,-6.18,0.49,0.0378,0.613,0.727871311
-10.72608899,0.710820783,39.59633133,-6.19,0.43,0.0378,0.623,0.792298663
-8.453793898,2.681624159,37.21407379,-6.19,0.37,0.0377,0.633,0.658245967
-6.319338773,3.803843719,34.81106258,-6.2,0.309,0.0377,0.643,0.899832856
-4.427426922,4.33613002,32.57700594,-6.2,0.248,0.0377,0.653,0.360534749
-2.818733359,4.508607878,30.5745828,-6.2,0.187,0.0376,0.663,0.922197775
-1.490110913,4.493520448,28.79984346,-6.21,0.125,0.0376,0.672,0.286996156
-0.413132708,4.407257249,27.22352826,-6.21,0.0634,0.0376,0.682,0.81851745
0.452327802,4.323119735,25.81287074,-6.21,0.00147,0.0376,0.691,0.594186535
1.149445782,4.284732429,24.54055148,-6.21,-0.0607,0.0375,0.7,0.964515586
1.719563309,4.316759238,23.38698598,-6.21,-0.123,0.0375,0.71,0.136901081
2.199844227,4.432554621,22.33985961,-6.21,-0.186,0.0375,0.719,0.4726367
2.622495537,4.639299325,21.39292991,-6.2,-0.249,0.0375,0.728,0.997004999
3.014877381,4.941273211,20.54496705,-6.2,-0.312,0.0375,0.736,0.011944123
3.400053692,5.341781503,19.79911775,-6.2,-0.375,0.0375,0.745,0.047205844
3.797494529,5.844081947,19.16272049,-6.19,-0.438,0.0375,0.753,0.17990981
4.223742137,6.451511251,18.64750167,-6.19,-0.502,0.0375,0.762,0.590169082
4.692910712,7.166883448,18.27004125,-6.19,-0.566,0.0375,0.77,0.967478147
5.216916417,7.991127403,18.05235271,-6.18,-0.63,0.0375,0.778,0.125856729
5.80533901,8.92105132,18.02233753,-6.17,-0.694,0.0375,0.785,0.440067252
6.464810274,9.946093703,18.21372302,-6.17,-0.758,0.0375,0.793,0.985632263
7.197822991,11.04399829,18.66486222,-6.16,-0.823,0.0375,0.8,0.05664522
8.000884446,12.17563074,19.41549492,-6.15,-0.887,0.0375,0.807,0.213746157
8.862042695,13.27976146,20.50035985,-6.14,-0.952,0.0375,0.814,0.672234949
9.758047245,14.26965247,21.93869584,-6.13,-1.02,0.0375,0.821,0.881340489
10.65180989,15.03455106,23.71965477,-6.12,-1.08,0.0375,0.827,0.418317725
11.49136575,15.45000966,25.78596353,-6.11,-1.15,0.0375,0.833,0.973312024
12.21197013,15.39989541,28.02170023,-6.1,-1.21,0.0375,0.839,0.103902913
12.74282598,14.80846367,30.25308625,-6.09,-1.28,0.0376,0.845,0.372428392
13.0186788,13.67321242,32.27017069,-6.08,-1.34,0.0376,0.851,0.934901939
12.99411154,12.08276464,33.86910693,-6.06,-1.41,0.0376,0.856,0.243441212
12.65592335,10.20598921,34.90166332,-6.05,-1.47,0.0376,0.861,0.736710353
12.02843241,8.251983718,35.310199,-6.03,-1.54,0.0377,0.866,0.775872834
11.16905279,6.417497427,35.13186562,-6.02,-1.61,0.0377,0.87,0.695576717
10.15583566,4.845089308,34.47293855,-6,-1.67,0.0377,0.874,0.846998991
9.071947626,3.60652882,33.46933428,-5.99,-1.74,0.0378,0.878,0.518366801
7.992332475,2.710408281,32.25177266,-5.97,-1.8,0.0378,0.882,0.998650642
6.975586206,2.122854735,30.92559743,-5.95,-1.87,0.0379,0.885,0.005390147
6.061337151,1.789673613,29.56521263,-5.93,-1.94,0.0379,0.888,0.021444374
5.271678655,1.653195329,28.21776744,-5.91,-2,0.038,0.891,0.083938051
4.614746935,1.662216342,26.91040071,-5.89,-2.07,0.038,0.894,0.307569819
4.088895984,1.776299573,25.65738576,-5.87,-2.14,0.0381,0.896,0.851882501
3.686529002,1.966483758,24.46564399,-5.85,-2.2,0.0381,0.898,0.504714821
3.397169356,2.214151633,23.3384369,-5.83,-2.27,0.0382,0.9,0.999911082
3.209692283,2.509213962,22.27762258,-5.81,-2.34,0.0382,0.901,0.000355641
3.113811987,2.848249265,21.2849762,-5.78,-2.4,0.0383,0.902,0.001422058
3.100982309,3.232888805,20.36299201,-5.76,-2.47,0.0384,0.903,0.005680143
3.164871776,3.668528845,19.51545872,-5.73,-2.54,0.0384,0.903,0.022591515
3.301547791,4.163338211,18.74799407,-5.71,-2.6,0.0385,0.903,0.088324554
3.50946808,4.727466612,18.06865243,-5.68,-2.67,0.0386,0.903,0.32209331
3.789338681,5.372318818,17.48867343,-5.66,-2.73,0.0386,0.902,0.873396839
4.143859069,6.109722659,17.02340567,-5.63,-2.8,0.0387,0.902,0.442299204
4.577336068,6.950773422,16.69339881,-5.6,-2.87,0.0388,0.901,0.986682472
5.095106866,7.904080038,16.52558665,-5.57,-2.93,0.0389,0.899,0.052560684
5.702666777,8.973078554,16.55435402,-5.54,-3,0.039,0.897,0.199192234
6.404352026,10.15205013,16.82205253,-5.51,-3.07,0.0391,0.895,0.638058752
7.201394492,11.42056476,17.37817352,-5.48,-3.13,0.0391,0.893,0.923759124
8.089174985,12.73642079,18.27590861,-5.45,-3.2,0.0392,0.89,0.281712819
9.053615407,14.0279928,19.56437292,-5.42,-3.26,0.0393,0.887,0.809402826
10.0669604,15.18845154,21.27475328,-5.39,-3.33,0.0394,0.884,0.617079564
11.0837974,16.07646815,23.39989359,-5.35,-3.4,0.0395,0.881,0.945169502
12.03902839,16.52972187,25.87034617,-5.32,-3.46,0.0396,0.877,0.207296456
12.85029594,16.39630377,28.53580703,-5.28,-3.53,0.0398,0.873,0.657298542
13.42726161,15.5818782,31.16631265,-5.25,-3.59,0.0399,0.868,0.901028675
13.68813341,14.09737356,33.48600206,-5.21,-3.66,0.04,0.863,0.356704008
13.57985643,12.08118935,35.23775931,-5.18,-3.72,0.0401,0.858,0.917865035
13.09448618,9.775083897,36.25457526,-5.14,-3.79,0.0402,0.853,0.301555251
12.27399041,7.458067851,36.5018135,-5.1,-3.85,0.0403,0.848,0.842478726
11.20065543,5.369999758,36.06913349,-5.06,-3.92,0.0405,0.842,0.53083329
9.977399195,3.661260841,35.12191818,-5.02,-3.98,0.0406,0.836,0.996197233
8.70639009,2.383874818,33.84252371,-4.98,-4.05,0.0407,0.829,0.015153224
7.473145512,1.51408898,32.38768174,-4.94,-4.11,0.0409,0.823,0.059694415
6.338931468,0.985978663,30.87063932,-4.9,-4.18,0.041,0.816,0.224523967
5.340361121,0.720428732,29.36229,-4.86,-4.24,0.0412,0.809,0.696451821
4.49335606,0.643503983,27.90125208,-4.82,-4.3,0.0413,0.801,0.845626729
3.798763524,0.695017966,26.50527936,-4.78,-4.37,0.0415,0.793,0.522168658
3.247846757,0.830584044,25.1803772,-4.73,-4.43,0.0416,0.786,0.998034202
2.826793781,1.020269466,23.92684168,-4.69,-4.49,0.0418,0.777,0.007847733
2.520019695,1.245957036,22.74275706,-4.64,-4.56,0.0419,0.769,0.031144584
2.312367009,1.498567799,21.62580409,-4.6,-4.62,0.0421,0.76,0.120698394
2.190434496,1.775663396,20.57410794,-4.55,-4.68,0.0423,0.752,0.424521168
2.14328052,2.079592115,19.5866222,-4.51,-4.74,0.0425,0.742,0.977211784
2.162713677,2.416169202,18.66334619,-4.46,-4.81,0.0426,0.733,0.089075654
2.243335292,2.793808379,17.80553996,-4.41,-4.87,0.0428,0.724,0.324564727
2.382450619,3.22299631,17.01602789,-4.36,-4.93,0.043,0.714,0.87688986
2.579924019,3.715995497,16.29964917,-4.31,-4.99,0.0432,0.704,0.431816133
2.838018656,4.286656202,15.66390402,-4.26,-5.05,0.0434,0.694,0.981403841
3.161231015,4.950203065,15.11984626,-4.21,-5.11,0.0436,0.684,0.073001367
3.55610151,5.722827346,14.68327375,-4.16,-5.17,0.0438,0.674,0.27068867
4.030949701,6.620852227,14.37625351,-4.11,-5.23,0.044,0.663,0.789665256
4.59544108,7.659138961,14.22896618,-4.06,-5.29,0.0442,0.652,0.664376157
5.259836822,8.848267133,14.28172288,-4,-5.35,0.0444,0.641,0.891921916
6.033706559,10.18987971,14.58673373,-3.95,-5.41,0.0447,0.63,0.385588848
6.923805445,11.66952283,15.20870271,-3.9,-5.47,0.0449,0.619,0.947640353
7.930764547,13.2465471,16.22251517,-3.84,-5.53,0.0451,0.608,0.198472457
9.044302419,14.8415841,17.70523872,-3.79,-5.59,0.0454,0.596,0.636324562
10.23699808,16.32435502,19.71887261,-3.73,-5.64,0.0456,0.585,0.925662455
11.45750077,17.50846552,22.28111474,-3.68,-5.7,0.0458,0.573,0.275245898
12.62553492,18.16433646,25.32620426,-3.62,-5.76,0.0461,0.561,0.797942374
13.6328372,18.06222973,28.66842432,-3.56,-5.82,0.0464,0.549,0.644921367
14.35483293,17.04700212,31.99377145,-3.5,-5.87,0.0466,0.537,0.91599119
14.67511101,15.12125586,34.90744288,-3.45,-5.93,0.0469,0.525,0.307805319
14.51754576,12.48808075,37.03982441,-3.39,-5.98,0.0472,0.512,0.852244818
13.87287259,9.510457249,38.16718933,-3.33,-6.04,0.0475,0.5,0.503694352
12.80542965,6.595455985,38.27731617,-3.27,-6.09,0.0477,0.488,0.999945407
11.43552375,4.067495308,37.54229312,-3.21,-6.15,0.048,0.475,0.00021836
9.906625243,2.098281609,36.22602263,-3.14,-6.2,0.0483,0.462,0.000873249
8.352972154,0.711637767,34.588289,-3.08,-6.26,0.0487,0.45,0.003489945
6.8787702,-0.166288316,32.82819618,-3.02,-6.31,0.049,0.437,0.013911059
5.551315245,-0.650828964,31.07138002,-2.96,-6.36,0.0493,0.424,0.054870167
4.404200935,-0.858913125,29.38328753,-2.89,-6.41,0.0496,0.411,0.207437726
3.445285029,-0.88897466,27.78994328,-2.83,-6.47,0.0499,0.399,0.657629263
2.665421449,-0.815052118,26.29579679,-2.77,-6.52,0.0503,0.386,0.900612062
2.045888273,-0.688392497,24.89560313,-2.7,-6.57,0.0506,0.373,0.358039902
1.563858936,-0.541903398,23.5810359,-2.64,-6.62,0.051,0.36,0.919389323
1.196014295,-0.394982147,22.34377603,-2.57,-6.67,0.0514,0.347,0.296450384
0.920677052,-0.257688899,21.17662536,-2.5,-6.72,0.0517,0.334,0.834270215
0.718889534,-0.13398016,20.07367893,-2.44,-6.77,0.0521,0.321,0.553053694
0.574795702,-0.024045549,19.03013702,-2.37,-6.81,0.0525,0.308,0.988741222
0.475602365,0.074096801,18.04203807,-2.3,-6.86,0.0529,0.295,0.044528071
0.411313955,0.163572869,17.10602435,-2.23,-6.91,0.0533,0.282,0.170181286
0.374370018,0.248039107,16.21917037,-2.16,-6.96,0.0537,0.269,0.564878463
0.359265973,0.331358422,15.37887064,-2.09,-7,0.0542,0.256,0.98316314
0.362203459,0.417472399,14.58277348,-2.02,-7.05,0.0546,0.243,0.06621352
0.380793907,0.5104033,13.82874844,-1.95,-7.09,0.055,0.23,0.24731716
0.413824722,0.614341305,13.11487873,-1.88,-7.14,0.0555,0.217,0.74460553
0.461089394,0.733789402,12.43947462,-1.81,-7.18,0.0559,0.204,0.760672539
0.523278805,0.873750902,11.80110781,-1.74,-7.23,0.0564,0.191,0.728199309
0.601929703,1.039953594,11.1986713,-1.67,-7.27,0.0569,0.178,0.791700302
0.699426572,1.239110739,10.63147363,-1.6,-7.31,0.0574,0.165,0.659643735
0.819054206,1.479222968,10.09938257,-1.52,-7.36,0.0579,0.152,0.898055512
0.965099774,1.769926741,9.603041214,-1.45,-7.4,0.0584,0.14,0.366207238
1.143004273,2.122893832,9.144191245,-1.38,-7.44,0.0589,0.127,0.928397988
1.359563718,2.552280769,8.726155049,-1.3,-7.48,0.0595,0.114,0.265900656
1.623179049,3.075213923,8.354552302,-1.23,-7.52,0.06,0.102,0.780789989
1.94414907,3.712268943,8.038360171,-1.15,-7.56,0.0606,0.0895,0.684627928
2.334989935,4.487851104,7.791469977,-1.08,-7.6,0.0612,0.0771,0.863650113
2.810742521,5.430286603,7.634944365,-1,-7.63,0.0618,0.0648,0.47103438
3.389186966,6.571262058,7.600223239,-0.928,-7.67,0.0624,0.0526,0.996643972
4.090807007,7.943953098,7.733522163,-0.852,-7.71,0.063,0.0405,0.013379062
4.938214224,9.578705425,8.101511543,-0.775,-7.74,0.0636,0.0284,0.052800252
5.954527155,11.49444258,8.797839012,-0.698,-7.78,0.0643,0.0165,0.20004954
7.15988636,13.68319499,9.948747865,-0.621,-7.81,0.065,0.00465,0.640118887
8.564919632,16.08486439,11.7133325,-0.543,-7.85,0.0656,-0.0071,0.92146679
10.15978591,18.55122374,14.26938687,-0.465,-7.88,0.0663,-0.0187,0.28946298
11.8980712,20.80556086,17.77047134,-0.387,-7.91,0.0671,-0.0303,0.822696653
13.67752685,22.42118724,22.25982996,-0.308,-7.94,0.0678,-0.0417,0.58346748
15.32569135,22.86525927,27.54638842,-0.229,-7.98,0.0685,-0.053,0.972132719
16.60643268,21.65842605,33.10094836,-0.15,-8.01,0.0693,-0.0642,0.108362781
17.26496341,18.63608574,38.0918398,-0.0705,-8.04,0.0701,-0.0752,0.386481156
17.11052093,14.15873192,41.64981815,0.00933,-8.07,0.0709,-0.0861,0.948453888
16.09944427,9.053602842,43.25877029,0.0894,-8.09,0.0717,-0.097,0.195556441
14.36258454,4.2573366,42.9812612,0.17,-8.12,0.0726,-0.108,0.629256478
12.15459418,0.421392361,41.33845426,0.25,-8.15,0.0734,-0.118,0.933171051
9.761069856,-2.241630643,38.98463096,0.331,-8.18,0.0743,-0.129,0.249451361
7.420297244,-3.855572934,36.44325839,0.412,-8.2,0.0752,-0.139,0.748901519
5.288496117,-4.691417384,34.02019482,0.494,-8.23,0.0762,-0.149,0.752192136
3.442346631,-5.026426062,31.84160292,0.575,-8.25,0.0771,-0.159,0.745596507
1.899164258,-5.081498523,29.92742543,0.657,-8.27,0.0781,-0.169,0.758729424
0.639396497,-5.010724287,28.25083758,0.739,-8.3,0.0791,-0.178,0.732236341
-0.375487286,-4.912889798,26.77292742,0.822,-8.32,0.0802,-0.188,0.784265127
-1.191026186,-4.847457023,25.45848059,0.904,-8.34,0.0812,-0.197,0.67677335
-1.852701755,-4.848241441,24.28108943,0.987,-8.36,0.0823,-0.206,0.87500473
-2.402286619,-4.933369916,23.22343191,1.07,-8.38,0.0835,-0.215,0.437485809
-2.876343613,-5.111980971,22.27593943,1.15,-8.4,0.0846,-0.224,0.984367904
-3.305971598,-5.388490215,21.43532754,1.24,-8.42,0.0858,-0.233,0.061550936
-3.717198698,-5.765115889,20.70352585,1.32,-8.44,0.087,-0.241,0.231049673
-4.131638282,-6.243144473,20.08710681,1.4,-8.45,0.0883,-0.25,0.710662886
-4.567161488,-6.823227728,19.59713506,1.49,-8.47,0.0895,-0.258,0.822484595
-5.03842326,-7.504856623,19.24928634,1.57,-8.48,0.0909,-0.266,0.584014745
-5.557124183,-8.285050861,19.06403406,1.65,-8.5,0.0922,-0.274,0.971766091
-6.13191208,-9.156239539,19.06662485,1.74,-8.51,0.0936,-0.281,0.109747023
-6.767839292,-10.10331182,19.286441,1.82,-8.53,0.095,-0.289,0.390810456
-7.465311742,-11.09993344,19.75518149,1.91,-8.54,0.0965,-0.296,0.952310574
-8.218519593,-12.10452487,20.50313346,1.99,-8.55,0.098,-0.303,0.18166058
-9.013460296,-13.05684504,21.55278499,2.08,-8.56,0.0996,-0.31,0.594640054
-9.825886449,-13.87690349,22.90939165,2.16,-8.57,0.101,-0.316,0.96417304
-10.61983825,-14.46868303,24.54917592,2.25,-8.58,0.103,-0.323,0.138173554
-11.34777644,-14.73124608,26.40778718,2.33,-8.59,0.105,-0.329,0.476326492
-11.95349921,-14.57822993,28.37403562,2.42,-8.59,0.106,-0.335,0.99775826
-12.37866271,-13.96284371,30.29518181,2.5,-8.6,0.108,-0.341,0.008946858
-12.57256226,-12.90026025,31.99787983,2.59,-8.6,0.11,-0.347,0.035467248
-12.50307179,-11.47626182,33.32212911,2.67,-8.61,0.112,-0.352,0.136837288
-12.16520253,-9.834355915,34.15710167,2.76,-8.61,0.114,-0.358,0.472451378
-11.58384662,-8.143611076,34.46391711,2.84,-8.62,0.116,-0.363,0.996964294
-10.80934537,-6.559961953,34.27589325,2.93,-8.62,0.118,-0.368,0.012105963
-9.907497181,-5.196610496,33.67845667,3.01,-8.62,0.12,-0.372,0.047837636
-8.947649127,-4.112532527,32.78010808,3.1,-8.62,0.122,-0.377,0.182196785
-7.992532506,-3.317975349,31.68679998,3.18,-8.62,0.125,-0.381,0.596004467
-7.091951434,-2.789419024,30.48648414,3.27,-8.62,0.127,-0.385,0.963132569
-6.280567325,-2.486024577,29.24404229,3.35,-8.62,0.13,-0.389,0.142032892
-5.578795352,-2.362692585,28.0031622,3.43,-8.61,0.132,-0.393,0.4874382
-4.995454183,-2.378266286,26.79126319,3.52,-8.61,0.135,-0.396,0.999368805
-4.531009136,-2.49950426,25.6247723,3.6,-8.61,0.138,-0.4,0.002523188
-4.180656664,-2.702167966,24.51346994,3.69,-8.6,0.14,-0.403,0.010067284
-3.936878456,-2.970488566,23.46360576,3.77,-8.59,0.143,-0.406,0.039863737
-3.791357778,-3.295914596,22.47996617,3.86,-8.59,0.146,-0.409,0.153098477
-3.736298444,-3.675676931,21.56721825,3.94,-8.58,0.149,-0.411,0.518637333
-3.765249595,-4.111434101,20.73083219,4.03,-8.57,0.153,-0.413,0.999
-3.873550472,-4.608082032,19.97780896,4.11,-8.56,0.156,-0.416,0.005549881
-4.05849268,-5.172701523,19.31736288,4.19,-8.55,0.159,-0.417,0.022076321
-4.319267927,-5.813546159,18.76164454,4.28,-8.54,0.163,-0.419,0.086355828
-4.656734239,-6.538922289,18.32653497,4.36,-8.52,0.167,-0.421,0.315593997
-5.07299666,-7.355769164,18.03248019,4.45,-8.51,0.171,-0.422,0.863977705
-5.570760711,-8.26771009,17.90524946,4.53,-8.5,0.175,-0.423,0.470080922
-6.152380788,-9.272328323,17.97636513,4.61,-8.48,0.179,-0.424,0.996419395
-6.818497664,-10.35746282,18.28274852,4.69,-8.47,0.183,-0.425,0.014271136
-7.566154859,-11.4964934,18.86485262,4.78,-8.45,0.187,-0.426,0.056269884
-8.386332901,-12.64300775,19.76226593,4.86,-8.43,0.192,-0.426,0.212414336
-9.260991187,-13.72604043,21.00565336,4.94,-8.41,0.197,-0.426,0.669177942
-10.16001351,-14.64826447,22.60432634,5.02,-8.39,0.202,-0.427,0.885515295
-11.03893459,-15.29075805,24.53024485,5.11,-8.37,0.207,-0.426,0.405511828
-11.8388742,-15.52823719,26.70220933,5.19,-8.35,0.212,-0.426,0.964287942
-12.49038266,-15.25627656,28.97773369,5.27,-8.33,0.218,-0.426,0.137746829
-12.92234471,-14.42588216,31.16199197,5.35,-8.31,0.224,-0.425,0.475090559
-13.07526989,-13.07264872,33.03934472,5.43,-8.28,0.23,-0.425,0.997518079
-12.9156167,-11.32383988,34.42176023,5.51,-8.26,0.236,-0.424,0.009903044
-12.44586829,-9.373835529,35.1956275,5.59,-8.23,0.242,-0.423,0.039219895
-11.70581046,-7.435248252,35.34517621,5.67,-8.2,0.249,-0.421,0.150726779
-10.76411271,-5.687466465,34.94256915,5.75,-8.18,0.256,-0.42,0.512032868
-9.703652454,-4.244254776,34.11331549,5.83,-8.15,0.264,-0.419,0.99942084
-8.606165415,-3.148446832,32.99622386,5.91,-8.12,0.271,-0.417,0.002315297
-7.540796834,-2.387072143,31.71386869,5.99,-8.09,0.279,-0.415,0.009239745
-6.558382011,-1.914261304,30.35902089,6.06,-8.06,0.288,-0.413,0.036617488
-5.690813013,-1.671887784,28.99390224,6.14,-8.03,0.296,-0.411,0.14110659
-4.953668595,-1.603568153,27.65614916,6.22,-7.99,0.305,-0.409,0.48478208
-4.350261662,-1.661983016,26.36645877,6.3,-7.96,0.315,-0.407,0.99907366
-3.875796324,-1.81136962,25.13521051,6.37,-7.92,0.325,-0.405,0.003701929
-3.520934116,-2.027221054,23.96721848,6.45,-7.89,0.335,-0.402,0.014752899
-3.274521752,-2.294713588,22.86476255,6.52,-7.85,0.346,-0.399,0.058141002
-3.125496536,-2.606786578,21.82938456,6.6,-7.81,0.357,-0.397,0.219042504
